Mileage,Engine,Kerb Weight,Fuel,Transmission Type,Power,No. of Cylinders,Registration Year
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Nov 2017
16.38 kmpl,1999 cc,1775 kg,,Automatic,177 bhp,4.0,Jan 2019
,2143 cc,1954 kg,Diesel,Automatic,170 bhp,4.0,May 2017
12.05 kmpl,2157 cc,2160 kg,Diesel,Automatic,178.49 bhp,4.0,Jan 2019
,2143 cc,1570 kg,Diesel,Automatic,136 bhp,4.0,Feb 2019
,1995 cc,1720 kg,Diesel,Automatic,188 bhp,4.0,Jan 2019
8.2 kmpl,1956 cc,,Diesel,Automatic,168 bhp,4.0,Mar 2024
12.78 kmpl,1984 cc,1779 kg,,Automatic,187.74 bhp,4.0,Mar 2022
,1969 cc,1640 kg,Petrol,Automatic,187.40 bhp,4.0,Oct 2020
12.65 kmpl,1984 cc,1703 kg,Petrol,Automatic,187.74 bhp,4.0,Jan 2024
14.82 kmpl,1998 cc,1570 kg,Petrol,Automatic,189.08 bhp,4.0,Nov 2021
8.2 kmpl,1956 cc,,Diesel,Automatic,168 bhp,4.0,Jan 2024
,2393 cc,1875 kg,Diesel,Automatic,148 bhp,4.0,Jan 2021
19.1 kmpl,1493 cc,,,Automatic,114 bhp,4.0,Feb 2025
15.1 kmpl,1984 cc,1579 kg,Petrol,Automatic,187.74 bhp,4.0,Dec 2021
15.1 kmpl,1984 cc,1579 kg,Petrol,Automatic,187.74 bhp,4.0,Jun 2021
,1950 cc,1655 kg,Petrol,Automatic,201.15 bhp,4.0,Oct 2019
12.05 kmpl,2157 cc,2080 kg,Diesel,Automatic,178.49 bhp,4.0,Dec 2021
,2393 cc,1895 kg,Diesel,Manual,148 bhp,4.0,Sept 2022
,1968 cc,1826 kg,Diesel,Automatic,148 bhp,4.0,May 2020
15.81 kmpl,1984 cc,1459 kg,Petrol,Automatic,187.74 bhp,4.0,Jan 2022
,2393 cc,,Diesel,Manual,147.51 bhp,4.0,Jun 2024
,1987 cc,1620-1630 kg,Petrol,Automatic,150.19 bhp,4.0,Feb 2024
,2499 cc,1785 kg,Petrol,Automatic,194.3 bhp,4.0,Aug 2019
18.3 kmpl,1498 cc,1107-1153 kg,Petrol,Automatic,119.35 bhp,4.0,Feb 2020
20.73 kmpl,1373 cc,1030 kg,Petrol,Manual,91.1 bhp,4.0,Feb 2021
18.3 kmpl,1498 cc,1107-1153 kg,Petrol,Automatic,119.35 bhp,4.0,Nov 2020
24.79 kmpl,1197 cc,920-960 kg,Petrol,Manual,80 bhp,3.0,Jun 2022
20.28 kmpl,998 cc,1220 kg,Petrol,Automatic,118.41 bhp,3.0,Apr 2021
20 kmpl,999 cc,,Petrol,Manual,71.01 bhp,3.0,Sept 2022
16 kmpl,1197 cc,1148 kg,Petrol,Manual,81.80 bhp,4.0,Sept 2022
19.33 kmpl,1199 cc,,Petrol,Manual,86.79 bhp,3.0,Aug 2021
18.4 kmpl,1498 cc,1153 kg,Petrol,Automatic,119.35 bhp,4.0,May 2017
13 kmpl,1591 cc,1280 kg,,Manual,121.3 bhp,4.0,Aug 2018
24.8 kmpl,1197 cc,920 kg,Petrol,Manual,80.46 bhp,3.0,Jan 2024
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,Sept 2016
18.76 kmpl,1462 cc,1135-1150 kg,Petrol,Automatic,103.26 bhp,4.0,Nov 2022
20.04 kmpl,1462 cc,1130 kg,Petrol,Automatic,103.25 bhp,4.0,Jan 2022
23.8 kmpl,1498 cc,1039 kg,Diesel,Automatic,78.9 bhp,4.0,Aug 2018
17 kmpl,1198 cc,1252 kg,Petrol,Manual,108.5 bhp,3.0,Jan 2021
19.01 kmpl,1462 cc,1180 kg,Petrol,Manual,103.2 bhp,4.0,Jan 2020
14.7 kmpl,1798 cc,1376 kg,Petrol,Automatic,177.5 bhp,4.0,May 2016
16 kmpl,1368 cc,1562 s kg,,Automatic,160 bhp,4.0,Jan 2018
15.29 kmpl,1591 cc,"1,300 kg",,Manual,121.3 bhp,4.0,Feb 2017
17.52 kmpl,1197 cc,1080 kg,Petrol,Manual,81.86 bhp,4.0,Dec 2019
15.4 kmpl,1497 cc,1238 kg,,Automatic,117.3 bhp,4.0,Nov 2018
15.29 kmpl,1591 cc,"1,300 kg",,Manual,121.3 bhp,4.0,Jun 2017
20.5 kmpl,1197 cc,1050 kg,Petrol,Manual,81.86 bhp,4.0,Apr 2022
17.52 kmpl,1197 cc,1080 kg,Petrol,Manual,81.86 bhp,4.0,Mar 2021
18 kmpl,1497 cc,1107 kg,Petrol,Automatic,117.6 bhp,4.0,Jan 2019
,1462 cc,1190 kg,Petrol,Automatic,103.2 bhp,4.0,Nov 2019
17 kmpl,1591 cc,1248 kg,Petrol,Manual,121.3 bhp,4.0,Jun 2019
17.01 kmpl,1582 cc,1320 kg,,Automatic,126.2 bhp,4.0,Apr 2016
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,Sept 2018
14.8 kmpl,1591 cc,1300 kg,Petrol,Automatic,121.3 bhp,4.0,Feb 2018
17.52 kmpl,1197 cc,1080 kg,Petrol,Manual,81.86 bhp,4.0,Jun 2020
15.8 kmpl,1591 cc,1260 kg,Petrol,Manual,121.3 bhp,4.0,Dec 2018
,1462 cc,1200 kg,Petrol,Manual,101.65 bhp,4.0,Jan 2022
18.3 kmpl,1498 cc,1107-1153 kg,Petrol,Automatic,119.35 bhp,4.0,Aug 2020
17.52 kmpl,1197 cc,1080 kg,Petrol,Manual,81.86 bhp,4.0,Jun 2021
17.3 kmpl,1497 cc,1650 s kg,Diesel,Manual,121 bhp,4.0,Mar 2019
16.38 kmpl,1995 cc,1617 kg,,Automatic,182.46 bhp,4.0,Jan 2018
15.4 kmpl,1497 cc,1238 kg,,Automatic,117.3 bhp,4.0,Jun 2016
17.57 kmpl,1199 cc,1230 kg,Petrol,Manual,118.36 bhp,3.0,Jul 2022
16 kmpl,1368 cc,1562 s kg,,Automatic,160 bhp,4.0,Jun 2018
17.4 kmpl,1497 cc,1100 kg,Petrol,Automatic,117.6 bhp,4.0,Jan 2019
17.4 kmpl,1497 cc,1080 kg,Petrol,Automatic,117.6 bhp,4.0,Dec 2019
,2143 cc,1640 kg,Diesel,Automatic,170 bhp,4.0,Apr 2013
19.7 kmpl,1497 cc,1465 kg,Diesel,Automatic,115.05 bhp,4.0,Dec 2020
18 kmpl,1497 cc,1100 kg,Petrol,Automatic,117.6 bhp,4.0,Oct 2017
18.19 kmpl,1968 cc,1565 kg,Diesel,Automatic,174.5 bhp,4.0,Jan 2017
,1968 cc,1660 kg,Diesel,Automatic,174.33 bhp,4.0,Jul 2015
23.08 kmpl,1461 cc,690 kg,Diesel,Manual,63.1 bhp,4.0,Jan 2015
17.6 kmpl,1496 cc,920 kg,Petrol,Manual,,4.0,Feb 2011
14.62 kmpl,1999 cc,1260 kg,Petrol,Automatic,149.92 bhp,4.0,Apr 2017
22.9 kmpl,1248 cc,1060 kg,Diesel,Manual,74 bhp,4.0,Jan 2011
25.17 kmpl,799 cc,690 kg,Petrol,Manual,53.3 bhp,3.0,Feb 2019
,1950 cc,1735 kg,Diesel,Automatic,191.76 bhp,4.0,Jun 2022
13.38 kmpl,2993 cc,2330 kg,Diesel,Automatic,261.50 bhp,6.0,Sept 2022
16.38 kmpl,1999 cc,1775 kg,,Automatic,177 bhp,4.0,Mar 2019
20.3 kmpl,1199 cc,1035-1062 kg,Petrol,Automatic,83.81 bhp,3.0,Oct 2024
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,Oct 2018
,1493 cc,kerb weight kg,Diesel,Automatic,113.43 bhp,4.0,Oct 2020
16.47 kmpl,1198 cc,1030 kg,Petrol,Manual,73.9 bhp,3.0,Apr 2016
18.6 kmpl,1199 cc,907-934 kg,Petrol,Manual,88.50 bhp,4.0,Jun 2021
31.79 km/kg,998 cc,920 kg,CNG,Manual,58.33 bhp,3.0,May 2018
16.93 kmpl,1197 cc,1174 kg,Petrol,Automatic,103.2 bhp,4.0,Jun 2015
22.07 kmpl,1199 cc,1145 kg,Diesel,Manual,73.9 bhp,3.0,Aug 2013
14.1 kmpl,1368 cc,1580 kg,Petrol,Automatic,160.77 bhp,4.0,Oct 2021
17.7 kmpl,1497 cc,,Petrol,Automatic,113.42 bhp,4.0,Oct 2022
16.38 kmpl,1995 cc,1537 kg,,Automatic,182.46 bhp,4.0,Apr 2019
,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,Feb 2016
20 kmpl,1497 cc,1465 kg,,Manual,115 bhp,4.0,Jul 2021
17 kmpl,1497 cc,1430 kg,Petrol,Manual,113.18 bhp,4.0,Apr 2023
,2755 cc,1830 kg,Diesel,Automatic,171.5 bhp,4.0,Jul 2018
18.41 kmpl,999 cc,1285 kg,Petrol,Automatic,113.98 bhp,3.0,Mar 2022
,1462 cc,1275 kg,CNG,Manual,86.63 bhp,4.0,May 2024
18.4 kmpl,1498 cc,1153 kg,Petrol,Automatic,119.35 bhp,4.0,Jun 2023
18 kmpl,1198 cc,940 kg,Petrol,Manual,86.7 bhp,4.0,Apr 2014
16.47 kmpl,1198 cc,1030 kg,Petrol,Manual,73.9 bhp,3.0,Nov 2012
15 kmpl,1598 cc,1145 kg,Petrol,Manual,103.52 bhp,4.0,Jul 2015
20.71 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Jan 2018
15 kmpl,1598 cc,1145 kg,Petrol,Manual,103.52 bhp,4.0,Mar 2015
20.51 kmpl,998 cc,885 kg,Petrol,Manual,67.04 bhp,3.0,Nov 2014
20.63 kmpl,1198 cc,845 kg,Petrol,Manual,67.06 bhp,3.0,Jul 2016
20.63 kmpl,1198 cc,1050 kg,Petrol,Manual,67 bhp,3.0,May 2016
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Jan 2013
17 kmpl,1497 cc,1100 kg,Petrol,Manual,,4.0,Jan 2011
17.5 kmpl,1298 cc,1025 kg,Petrol,Manual,85.8 bhp,4.0,Nov 2010
15 kmpl,1598 cc,1145 kg,Petrol,Manual,103.5 bhp,4.0,Oct 2012
20.5 kmpl,1598 cc,1205 kg,Diesel,Manual,103.5 bhp,4.0,Jul 2013
18.5 kmpl,1197 cc,1040 kg,Petrol,Manual,82.9 bhp,4.0,Jul 2014
18.5 kmpl,1197 cc,1020 kg,Petrol,Manual,,4.0,Oct 2011
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Mar 2011
26.6 km/kg,998 cc,960 kg,CNG,Manual,58.16 bhp,3.0,Mar 2014
15.6 kmpl,1497 cc,1145 kg,Petrol,Automatic,116.3 bhp,4.0,Sept 2011
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Apr 2012
16.8 kmpl,1497 cc,1100 kg,Petrol,Manual,116.4 bhp,4.0,May 2012
21.1 kmpl,814 cc,880 kg,Petrol,Manual,55.2 bhp,3.0,Feb 2014
17.5 kmpl,1197 cc,1025 kg,Petrol,Manual,85.8 bhp,4.0,Mar 2012
16.47 kmpl,1198 cc,1049 kg,Petrol,Manual,74 bhp,3.0,Apr 2013
22.7 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Jul 2016
20.63 kmpl,1198 cc,1050 kg,Petrol,Manual,67 bhp,3.0,Oct 2015
22.7 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Oct 2018
14.4 kmpl,1598 cc,1180 kg,Petrol,Automatic,103.6 bhp,4.0,Jan 2012
16.8 kmpl,1497 cc,1100 kg,Petrol,Manual,116.4 bhp,4.0,Aug 2011
17.97 kmpl,1498 cc,1040 kg,Petrol,Automatic,99.61 bhp,4.0,Aug 2014
17 kmpl,1197 cc,1100 kg,Petrol,Manual,,4.0,Aug 2011
17.1 kmpl,1956 cc,1537 s kg,,Manual,170 bhp,4.0,Apr 2018
27.97 kmpl,1490 cc,1265-1295 kg,Petrol,Automatic,91.18 bhp,3.0,Jan 2023
18.3 kmpl,1199 cc,945 kg,Petrol,Automatic,88.76 bhp,4.0,May 2023
22.94 kmpl,1197 cc,935-960 kg,Petrol,Automatic,88.50 bhp,4.0,Jul 2024
13.24 kmpl,1598 cc,1320 kg,,Manual,102.5 bhp,4.0,Oct 2016
13.9 kmpl,1996 cc,2415 kg,Diesel,Automatic,167.62 bhp,4.0,Apr 2021
21.4 kmpl,1197 cc,920 kg,Petrol,Automatic,83.1 bhp,4.0,Apr 2017
15.2 kmpl,1997 cc,1845 kg,,Automatic,150 bhp,4.0,Oct 2021
15.2 kmpl,1997 cc,1815 kg,,Manual,150 bhp,4.0,Mar 2022
8 kmpl,1997 cc,1825 kg,,Automatic,150 bhp,4.0,Mar 2023
9 kmpl,2184 cc,1755 kg,,Automatic,130 bhp,4.0,Nov 2023
,,1400 kg,,Automatic,127 bhp,,Mar 2022
17.5 km/kg,1373 cc,1255 kg,CNG,Manual,80.46 bhp,4.0,May 2017
26.2 km/kg,998 cc,960 kg,CNG,Manual,58.2 bhp,3.0,Sept 2012
13 kmpl,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,May 2014
15.1 kmpl,2179 cc,1635 kg,Diesel,Manual,140 bhp,4.0,Mar 2012
16 kmpl,2179 cc,1960 kg,,Automatic,140 bhp,4.0,Oct 2017
,2993 cc,2030 kg,Diesel,Automatic,258 bhp,6.0,Mar 2019
17 kmpl,1198 cc,1252 kg,Petrol,Automatic,108.5 bhp,3.0,Mar 2019
22.05 kmpl,796 cc,755 kg,Petrol,Manual,47.33 bhp,3.0,Aug 2015
32.52 km/kg,998 cc,905-910 kg,CNG,Manual,58.33 bhp,3.0,Apr 2021
26.6 km/kg,998 cc,960 kg,CNG,Manual,58.16 bhp,3.0,Jun 2013
,,,,Automatic,134 bhp,,Mar 2025
,1998 cc,1645 kg,Petrol,Automatic,254.79 bhp,4.0,Mar 2024
12.55 kmpl,2982 cc,1880 kg,,Automatic,168.5 bhp,4.0,Aug 2013
,2494 cc,1680 kg,Diesel,Manual,100.6 bhp,4.0,Jan 2015
,2494 cc,1660 kg,Diesel,Manual,100.6 bhp,4.0,May 2014
,2494 cc,1660 kg,Diesel,Manual,100.6 bhp,4.0,Sept 2014
22.8 km/kg,1373 cc,1160 kg,CNG,Manual,80.9 bhp,4.0,Sept 2014
15.2 kmpl,2184 cc,,Diesel,Automatic,172 bhp,4.0,Mar 2025
11.5 kmpl,2982 cc,1955 kg,Diesel,Manual,,4.0,Mar 2011
15.5 kmpl,1586 cc,1200 kg,Petrol,Manual,103.3 bhp,4.0,Apr 2012
11.72 kmpl,2199 cc,1940 kg,,Automatic,194.3 bhp,4.0,Dec 2011
12.55 kmpl,2982 cc,1880 kg,,Automatic,168.5 bhp,4.0,Feb 2016
13 kmpl,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,Oct 2013
23 kmpl,999 cc,750 kg,Petrol,Automatic,67 bhp,3.0,Jun 2018
,2143 cc,1640 kg,Diesel,Automatic,170 bhp,4.0,Jun 2013
,1995 cc,2146 kg,Petrol,Automatic,268.20 bhp,4.0,Jan 2025
22.8 km/kg,1373 cc,1160 kg,CNG,Manual,80.9 bhp,4.0,Mar 2014
13 kmpl,4951 cc,1800 kg,Petrol,Automatic,395 bhp,8.0,Apr 2017
,1991 cc,1585 kg,Petrol,Automatic,194.4 bhp,4.0,Oct 2020
15.6 kmpl,1196 cc,1075 kg,Petrol,Manual,70 bhp,4.0,Apr 2011
19.33 kmpl,1199 cc,,Petrol,Manual,86.79 bhp,3.0,Oct 2020
17.5 km/kg,1373 cc,1255 kg,CNG,Manual,80.46 bhp,4.0,Jun 2014
17.33 kmpl,1199 cc,1295 kg,Petrol,Manual,118.35 bhp,3.0,Jun 2021
17.05 kmpl,1199 cc,,Petrol,Automatic,118.35 bhp,3.0,Aug 2021
19.34 kmpl,1198 cc,1100 kg,Petrol,Automatic,75.94 bhp,3.0,Mar 2018
23.4 kmpl,1248 cc,1060 kg,Diesel,Manual,74 bhp,4.0,Sept 2012
19.35 kmpl,999 cc,,,Manual,71.01 bhp,3.0,Sept 2022
10.54 kmpl,2998 cc,2370 kg,Petrol,Automatic,335.25 bhp,6.0,Feb 2020
21.21 kmpl,1197 cc,855-885 kg,Petrol,Manual,81.80 bhp,4.0,Jul 2020
31.79 km/kg,998 cc,915 kg,CNG,Manual,58.2 bhp,3.0,Aug 2017
21.21 kmpl,1197 cc,855-885 kg,Petrol,Manual,81.80 bhp,4.0,Jan 2020
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Jul 2015
17.8 kmpl,1493 cc,1495 kg,Diesel,Automatic,113.42 bhp,4.0,Jun 2021
16 kmpl,1368 cc,1562 s kg,,Automatic,160.77 bhp,4.0,Feb 2018
24.3 kmpl,1248 cc,1175 kg,,Manual,88.5 bhp,4.0,Aug 2017
19.36 kmpl,999 cc,1219-1252 kg,Petrol,Automatic,113.98 bhp,3.0,Aug 2023
17.01 kmpl,1582 cc,1320 kg,,Automatic,126.2 bhp,4.0,Jun 2018
,1995 cc,1720 kg,Diesel,Automatic,188 bhp,4.0,Jun 2015
15.81 kmpl,1451 cc,1775 kg,Petrol,Manual,141 bhp,4.0,Jan 2020
,1950 cc,1655 kg,Diesel,Automatic,194 bhp,4.0,Mar 2025
,2143 cc,1655 kg,Diesel,Automatic,170 bhp,4.0,Apr 2016
12.4 kmpl,1996 cc,2235 kg,Diesel,Automatic,215.01 bhp,4.0,Nov 2020
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Apr 2022
13.79 kmpl,1451 cc,,Petrol,Manual,141 bhp,4.0,Feb 2021
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Feb 2023
,1462 cc,1190 kg,Petrol,Automatic,103.2 bhp,4.0,Feb 2021
17.41 kmpl,1956 cc,1860 kg,,Manual,167.68 bhp,4.0,Dec 2020
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Mar 2022
,1493 cc,,Diesel,Manual,114.41 bhp,4.0,Oct 2022
19.36 kmpl,1498 cc,1246-1277 kg,Petrol,Automatic,147.51 bhp,4.0,Mar 2023
16.5 kmpl,1353 cc,1535 kg,Petrol,Automatic,138.08 bhp,4.0,May 2021
,1968 cc,1340 kg,Diesel,Automatic,143 bhp,4.0,Oct 2015
14.67 kmpl,1798 cc,1540 kg,Petrol,Automatic,177.46 bhp,4.0,Nov 2016
,2987 cc,2395 kg,Diesel,Automatic,261 bhp,6.0,Apr 2013
16.8 kmpl,1497 cc,1555 kg,Petrol,Automatic,113.42 bhp,4.0,Dec 2021
19.36 kmpl,999 cc,1219-1252 kg,Petrol,Automatic,113.98 bhp,3.0,Mar 2024
13.79 kmpl,1451 cc,,Petrol,Manual,141.04 bhp,4.0,Dec 2025
,1985 cc,1640 kg,Diesel,Automatic,163 bhp,5.0,May 2012
,2400 cc,1776 kg,Diesel,Automatic,190 bhp,5.0,Nov 2016
,1991 cc,1720 kg,Petrol,Automatic,181.03 bhp,4.0,Jan 2015
,1353 cc,1630 kg,Petrol,Automatic,138.05 bhp,4.0,Mar 2022
13 kmpl,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,Jan 2015
13.96 kmpl,1451 cc,1800 kg,,Automatic,141 bhp,4.0,Oct 2019
,1353 cc,1580 kg,Petrol,Automatic,138.05 bhp,4.0,Jul 2022
,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,Nov 2016
13.96 kmpl,1451 cc,1800 kg,Petrol,Automatic,141 bhp,4.0,Jul 2021
,2993 cc,1813 kg,Diesel,Automatic,271.2 bhp,6.0,Jun 2011
14.67 kmpl,1798 cc,1540 kg,Petrol,Automatic,177.46 bhp,4.0,Jun 2017
17.2 kmpl,999 cc,1245-1280 kg,,Automatic,113.98 bhp,3.0,Aug 2021
,2179 cc,2123 kg,Diesel,Automatic,187.7 bhp,4.0,Nov 2016
,1968 cc,1520 kg,Diesel,Manual,138.13 bhp,4.0,Jan 2016
,1968 cc,1660 kg,Diesel,Automatic,174.33 bhp,4.0,Nov 2014
13 kmpl,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,Feb 2014
18.07 kmpl,999 cc,1210-1240 kg,Petrol,Automatic,113.98 bhp,3.0,Dec 2022
,1991 cc,1720 kg,Petrol,Automatic,184 bhp,4.0,Sept 2015
,1395 cc,1565 kg,Petrol,Automatic,147.51 bhp,4.0,May 2017
19.8 kmpl,1462 cc,1210 kg,Petrol,Automatic,101.65 bhp,4.0,Sept 2022
17.2 kmpl,999 cc,1245-1280 kg,,Automatic,113.98 bhp,3.0,Oct 2021
12.34 kmpl,1451 cc,,Petrol,Automatic,141.04 bhp,4.0,Mar 2023
,1493 cc,1351 kg,Diesel,Manual,98.63 bhp,4.0,Aug 2021
18.19 kmpl,1968 cc,1565 kg,Diesel,Automatic,174.5 bhp,4.0,Sept 2016
16.5 kmpl,1353 cc,1515 kg,Petrol,Manual,138.08 bhp,4.0,Sept 2019
16.5 kmpl,1353 cc,1535 kg,Petrol,Automatic,138.08 bhp,4.0,Feb 2022
20.38 kmpl,1968 cc,1340 kg,Diesel,Automatic,143 bhp,4.0,Jan 2015
10 kmpl,1451 cc,1545 kg,,Manual,141 bhp,4.0,Feb 2022
18.4 kmpl,998 cc,,Petrol,Automatic,118 bhp,3.0,Mar 2025
18.41 kmpl,999 cc,1285 kg,Petrol,Automatic,113.98 bhp,3.0,Jul 2022
11.8 kmpl,2967 cc,1880 kg,Diesel,Automatic,246.7 bhp,6.0,Feb 2012
14.82 kmpl,1498 cc,1450 kg,Petrol,Automatic,108.49 bhp,4.0,Jan 2023
19 kmpl,998 cc,860-895 kg,Petrol,Manual,66.1 bhp,3.0,Feb 2013
,1950 cc,2150 kg,Diesel,Automatic,241.38 bhp,4.0,Jun 2021
,1991 cc,1585 kg,Petrol,Automatic,197 bhp,4.0,Jan 2021
8.8 kmpl,2894 cc,1865 kg,Petrol,Automatic,443.87 bhp,6.0,Jan 2022
,2987 cc,2455 kg,Diesel,Automatic,258 bhp,6.0,Nov 2019
,2494 cc,2075 kg,Petrol,Automatic,115.32 bhp,4.0,Dec 2022
,1950 cc,1745 kg,Diesel,Automatic,194 bhp,4.0,Dec 2023
,2199 cc,2270 kg,Diesel,Automatic,197.26 bhp,4.0,Apr 2021
,1995 cc,1770 kg,Diesel,Automatic,187.74 bhp,4.0,Aug 2019
,1950 cc,1735 kg,Diesel,Automatic,191.76 bhp,4.0,May 2022
,1999 cc,2000 kg,Petrol,Automatic,254.79 bhp,4.0,Aug 2023
,2993 cc,1931 kg,Diesel,Automatic,301.73 bhp,6.0,Sept 2019
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Feb 2020
,1984 cc,1454 kg,Petrol,Automatic,261 bhp,4.0,Mar 2025
,3982 cc,2200 kg,Petrol,Automatic,496.17 bhp,8.0,Mar 2023
,2487 cc,,Petrol,Automatic,190.42 bhp,4.0,Mar 2023
,1991 cc,1900 kg,Petrol,Automatic,254.79 bhp,4.0,Jul 2021
9 kmpl,4461 cc,2720 kg,Petrol,Automatic,,8.0,Jan 2009
,1995 cc,1770 kg,Diesel,Automatic,187.74 bhp,4.0,Dec 2019
12.1 kmpl,1998 cc,1994 kg,,Automatic,268 bhp,4.0,Dec 2021
12.78 kmpl,1984 cc,1793 kg,,Automatic,187.74 bhp,4.0,Sept 2023
,2993 cc,1885 kg,Diesel,Automatic,261.4 bhp,6.0,May 2018
,1995 cc,1770 kg,Diesel,Automatic,187.74 bhp,4.0,Nov 2019
,1991 cc,1585 kg,Petrol,Automatic,197 bhp,4.0,Nov 2021
,1995 cc,2146 kg,Petrol,Automatic,268.20 bhp,4.0,Mar 2025
10 kmpl,1996 cc,,Diesel,Automatic,212.55 bhp,4.0,Mar 2023
,2755 cc,2080 kg,Diesel,Automatic,201.15 bhp,4.0,Oct 2021
,2995 cc,2030 kg,Petrol,Automatic,,6.0,Jan 2022
21.27 kmpl,1396 cc,1120 kg,Diesel,Manual,88.76 bhp,4.0,Nov 2013
14.3 kmpl,1598 cc,1180 kg,Petrol,Automatic,103.52 bhp,4.0,Jun 2016
14.3 kmpl,1598 cc,1180 kg,Petrol,Automatic,103.52 bhp,4.0,Jul 2015
18.2 kmpl,1199 cc,1066 kg,Petrol,Automatic,88.7 bhp,4.0,Mar 2019
20.3 kmpl,1199 cc,1052 kg,Petrol,Automatic,84 bhp,3.0,May 2019
18.7 kmpl,1199 cc,1040 kg,Petrol,Manual,88.7 bhp,4.0,Sept 2015
18.19 kmpl,1197 cc,1179 kg,Petrol,Automatic,103.2 bhp,4.0,May 2016
20.89 kmpl,1197 cc,825 kg,Petrol,Manual,81.80 bhp,4.0,Oct 2017
18.9 kmpl,1197 cc,1120 kg,Petrol,Manual,81.86 bhp,4.0,Aug 2021
17.57 kmpl,1199 cc,1355 kg,Petrol,Manual,118.36 bhp,3.0,Dec 2021
18 kmpl,1197 cc,,Petrol,Manual,82 bhp,4.0,Mar 2023
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Jun 2014
21.4 kmpl,1197 cc,880 kg,Petrol,Manual,83.1 bhp,4.0,Apr 2016
19 kmpl,1199 cc,,Petrol,Automatic,85 bhp,3.0,Jan 2021
21.66 kmpl,1498 cc,1163 kg,Diesel,Manual,108.62 bhp,4.0,Nov 2016
21.66 kmpl,1498 cc,1163 kg,Diesel,Manual,108.62 bhp,4.0,Mar 2017
20.3 kmpl,1086 cc,1050 kg,Petrol,Manual,68 bhp,4.0,May 2019
17.1 kmpl,1199 cc,1044 kg,Petrol,Manual,88.50 bhp,4.0,Oct 2018
23.01 kmpl,999 cc,730 kg,Petrol,Manual,67 bhp,3.0,May 2017
19.33 kmpl,1199 cc,1025 kg,Petrol,Manual,86.83 bhp,3.0,Mar 2023
19.12 kmpl,1373 cc,1010 kg,Petrol,Automatic,91.1 bhp,4.0,Apr 2016
17 kmpl,1198 cc,1069 kg,Petrol,Manual,73.75 bhp,3.0,Dec 2017
16.02 kmpl,1373 cc,1160 kg,Petrol,Manual,93.7 bhp,4.0,Nov 2015
16.93 kmpl,1197 cc,1174 kg,Petrol,Automatic,103.2 bhp,4.0,Jun 2014
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Feb 2013
17.4 kmpl,1497 cc,1042 kg,Petrol,Manual,117.3 bhp,4.0,Jun 2015
17 kmpl,1198 cc,1069 kg,Petrol,Manual,73.75 bhp,3.0,Jul 2016
19.01 kmpl,1199 cc,982 kg,Petrol,Manual,84.82 bhp,3.0,Jul 2020
19.12 kmpl,1373 cc,1010 kg,Petrol,Automatic,91.1 bhp,4.0,Jan 2018
23.1 kmpl,998 cc,840 kg,Petrol,Manual,67.04 bhp,3.0,Nov 2019
35.6 km/kg,998 cc,905 kg,CNG,Manual,55.92 bhp,3.0,Jan 2023
18.7 kmpl,1199 cc,1044 kg,Petrol,Manual,88.7 bhp,4.0,Apr 2017
24.2 kmpl,1498 cc,1246 kg,Diesel,Manual,98.6 bhp,4.0,Dec 2014
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Dec 2016
17.4 kmpl,1497 cc,1041 kg,Petrol,Manual,117.3 bhp,4.0,Jul 2014
,2755 cc,1830 kg,Diesel,Automatic,171.5 bhp,4.0,Oct 2017
,2755 cc,1880 kg,Diesel,Automatic,171.5 bhp,4.0,Jul 2017
18 kmpl,1493 cc,1625 kg,Diesel,Automatic,113.45 bhp,4.0,Feb 2022
