,car_name,Price,Registration Year,Kms Driven,Ownership,Fuel,Transmission,Drive Type,Engine,Power,Mileage,No. of Cylinders,Turbo Charger,Seats,Kerb Weight,Ground Clearance Unladen,Petrol Fuel Tank Capacity,Diesel Fuel Tank Capacity,CNG Fuel Tank Capacity
127,Hyundai i20 Active,₹5.25 Lakh,May 2019,"49,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,17.19 kmpl,4.0,No,5 Seats,1180 kg,190 mm,40 Litres,,
128,Tata Tiago,₹4.03 Lakh,Jan 2022,"75,425 Kms",First Owner,Petrol,Manual,,1199 cc,84.82 bhp,19.01 kmpl,3.0,,5 Seats,982 kg,170 mm,35 Litres,,
129,Honda City,₹4.75 Lakh,Aug 2014,"93,000 Kms",First Owner,Petrol,Automatic,FWD,1497 cc,117.3 bhp,18 kmpl,4.0,No,5 Seats,1065 kg,165 mm,40 Litres,,
130,Maruti Suzuki Baleno,₹6.78 Lakh,Mar 2022,"44,339 Kms",First Owner,Petrol,Manual,FWD,1197 cc,88.50 bhp,22.35 kmpl,4.0,No,5 Seats,925-955 kg,,37 Litres,,
131,Maruti Suzuki Alto 800,₹3.14 Lakh,Sept 2021,"49,321 Kms",First Owner,Petrol,Manual,FWD,796 cc,46.3 bhp,19.7 kmpl,3.0,No,5 Seats,705 kg,160 mm,35 Litres,,
132,Maruti Suzuki Swift,₹3.43 Lakh,Sept 2015,"77,434 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,20.4 kmpl,4.0,No,5 Seats,855 kg,163 mm,42 Litres,,
133,Hyundai i20,₹3.89 Lakh,May 2017,"1,31,406 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
134,Honda Amaze 2nd Gen,₹3.67 Lakh,Aug 2015,"55,468 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.50 bhp,18.6 kmpl,4.0,,5 Seats,934 kg,,35 Litres,,
135,Honda Amaze,₹3.22 Lakh,Dec 2015,"65,481 Kms",First Owner,Petrol,Manual,FWD,1198 cc,86.7 bhp,18 kmpl,4.0,No,5 Seats,950 kg,165 mm,35 Litres,,
136,Hyundai Grand i10,₹3.89 Lakh,Jul 2019,"43,365 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
137,Maruti Suzuki Swift Dzire,₹4.22 Lakh,Apr 2018,"29,832 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.21 kmpl,4.0,No,5 Seats,860-895 kg,163 mm,37 Litres,,
138,Maruti Suzuki Wagon R,₹3.23 Lakh,May 2016,"73,965 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,20.52 kmpl,4.0,No,5 Seats,830-845 kg,,32 Litres,,
139,Hyundai Xcent,₹4.88 Lakh,Oct 2017,"51,529 Kms",First Owner,Petrol,Manual,,,,,4.0,,,1120 kg,,,,
140,Honda Jazz,₹3.01 Lakh,Sept 2015,"74,982 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.7 bhp,18.7 kmpl,4.0,No,5 Seats,1044 kg,165 mm,40 Litres,,
141,Maruti Suzuki Ciaz,₹4.80 Lakh,2018,"70,000 Kms",Second Owner,Petrol,Manual,FWD,1373 cc,91.1 bhp,20.73 kmpl,4.0,No,5 Seats,1030 kg,170 mm,43 Litres,,
142,Maruti Suzuki Eeco,₹3.50 Lakh,2018,"2,35,000 Kms",First Owner,CNG,Manual,RWD,1196 cc,61.7 bhp,21.94 km/kg,4.0,No,5 Seats,1050 kg,160 mm,,,65 Litres
143,Maruti Suzuki Ciaz,₹4.80 Lakh,2018,"70,000 Kms",Second Owner,Petrol,Manual,FWD,1373 cc,91.1 bhp,20.73 kmpl,4.0,No,5 Seats,1030 kg,170 mm,43 Litres,,
144,Hyundai Grand i10,₹3.18 Lakh,May 2015,"20,995 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
145,Maruti Suzuki Swift,₹3.45 Lakh,Nov 2013,"56,225 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.21 kmpl,4.0,No,5 Seats,855-885 kg,163 mm,37 Litres,,
146,Hyundai i20,₹4.25 Lakh,Jan 2016,"81,192 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
147,Maruti Suzuki Ciaz,₹4.16 Lakh,Sept 2018,"1,01,121 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.25 bhp,21.56 kmpl,4.0,No,5 Seats,1045 kg,170 mm,43 Litres,,
148,Hyundai Grand i10,₹3.82 Lakh,Nov 2015,"24,288 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
149,Maruti Suzuki Baleno,₹4.95 Lakh,Nov 2020,"62,764 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.01 kmpl,4.0,No,5 Seats,865-890 kg,170 mm,37 Litres,,
150,Maruti Suzuki Wagon R,₹3.72 Lakh,Oct 2021,"65,482 Kms",First Owner,Petrol,Manual,FWD,998 cc,67.05 bhp,21.79 kmpl,3.0,No,5 Seats,805-825 kg,,32 Litres,,
151,Maruti Suzuki Wagon R,₹3.43 Lakh,Mar 2019,"81,539 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,20.52 kmpl,4.0,No,5 Seats,830-845 kg,,32 Litres,,
152,Hyundai Grand i10,₹3.33 Lakh,Aug 2017,"77,942 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
153,Tata Tiago,₹3.29 Lakh,Jul 2018,"55,481 Kms",First Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,1012 kg,170 mm,35 Litres,,
154,Honda Amaze,₹3.33 Lakh,Jun 2017,"71,669 Kms",Second Owner,Petrol,Manual,FWD,1199 cc,88.76 bhp,19.5 kmpl,4.0,No,5 Seats,917 kg,170 mm,35 Litres,,
155,Hyundai Grand i10,₹4 Lakh,Feb 2019,"46,883 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
156,Maruti Suzuki Wagon R,₹3.37 Lakh,Jun 2017,"77,000 Kms",Second Owner,Petrol,Manual,FWD,998 cc,67.04 bhp,20.51 kmpl,3.0,No,5 Seats,885 kg,165 mm,35 Litres,,
157,Maruti Suzuki Swift Dzire,₹6 Lakh,Mar 2022,"67,000 Kms",First Owner,Petrol,Manual,,1197 cc,88.50 bhp,22.41 kmpl,4.0,,5 Seats,880-915 kg,,37 Litres,,
158,Maruti Suzuki Swift Dzire,₹3.50 Lakh,Oct 2014,"94,417 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.14 bhp,20.85 kmpl,4.0,No,5 Seats,945 kg,170 mm,42 Litres,,
159,Hyundai Grand i10 Nios,₹5.35 Lakh,Dec 2019,"47,000 Kms",First Owner,Petrol,Automatic,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1140 kg,,37 Litres,,
160,Hyundai Elantra,₹5.50 Lakh,May 2014,"70,200 Kms",First Owner,Diesel,Automatic,FWD,1582 cc,126.24 bhp,19.5 kmpl,4.0,Yes,5 Seats,1329 kg,175 mm,,56 Litres,
161,Honda City,₹4.30 Lakh,Apr 2014,"68,000 Kms",First Owner,Petrol,Manual,FWD,1497 cc,117.3 bhp,17.4 kmpl,4.0,No,5 Seats,1049 kg,165 mm,40 Litres,,
162,Maruti Suzuki Celerio,₹2.75 Lakh,Aug 2015,"1,06,345 Kms",First Owner,Petrol,Manual,FWD,998 cc,67.77 bhp,25.24 kmpl,3.0,,5 Seats,810 kg,,32 Litres,,
163,Hyundai i10,₹2.52 Lakh,Nov 2013,"53,438 Kms",Second Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
164,Hyundai i10,₹2.47 Lakh,Aug 2015,"68,805 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
165,Maruti Suzuki Celerio,₹2.91 Lakh,Aug 2015,"62,880 Kms",First Owner,Petrol,Manual,FWD,998 cc,67.77 bhp,25.24 kmpl,3.0,,5 Seats,810 kg,,32 Litres,,
166,Hyundai EON,₹2.27 Lakh,Apr 2016,"35,872 Kms",First Owner,Petrol,Manual,FWD,814 cc,55.2 bhp,21.1 kmpl,3.0,No,5 Seats,880 kg,170 mm,32 Litres,,
167,Hyundai i10,₹2.30 Lakh,Apr 2014,"56,641 Kms",Second Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
168,Hyundai i10,₹2.37 Lakh,Feb 2015,"51,972 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
169,Hyundai i10,₹2.15 Lakh,Jan 2014,"74,640 Kms",Second Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
170,Hyundai Grand i10,₹2.80 Lakh,Nov 2015,"96,776 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
171,Hyundai i10,₹2.10 Lakh,Apr 2010,"70,000 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,78.9 bhp,20.36 kmpl,4.0,No,5 Seats,930 kg,165 mm,35 Litres,,
172,Toyota Glanza,₹6.90 Lakh,May 2023,"51,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,88.50 bhp,22.35 kmpl,4.0,,5 Seats,920-955 kg,,37 Litres,,
173,Tata Tiago,₹3.06 Lakh,Apr 2018,"81,136 Kms",First Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,980 kg,170 mm,35 Litres,,
174,Hyundai Grand i10,₹5.36 Lakh,Jul 2020,"45,259 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
175,Toyota Corolla Altis,₹7.50 Lakh,Mar 2016,"59,000 Kms",First Owner,Petrol,Automatic,FWD,1798 cc,138.03 bhp,14.28 kmpl,4.0,No,5 Seats,1185 kg,175 mm,55 Litres,,
176,43+ used cars for sale from ₹2.18 Lakh in Ahmedabad,,,,,,,,,,,,,,,,,,
177,Maruti Suzuki Vitara Brezza,₹7.63 Lakh,Jan 2020,"56,135 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.26 bhp,17.03 kmpl,4.0,,5 Seats,1110-1130 kg,,48 Litres,,
178,Toyota Yaris,₹7.50 Lakh,Jul 2018,"56,000 Kms",First Owner,Petrol,Automatic,FWD,1496 cc,105.5 bhp,17.8 kmpl,4.0,No,5 Seats,1135 kg,,42 Litres,,
179,Honda City,₹6.90 Lakh,May 2017,"55,000 Kms",First Owner,Petrol,Automatic,FWD,1497 cc,117.6 bhp,18 kmpl,4.0,No,5 Seats,1100 kg,165 mm,40 Litres,,
180,Toyota Urban Cruiser EBELLA,₹7.90 Lakh,Mar 2022,"40,000 Kms",First Owner,Petrol,Manual,,1462 cc,103.26 bhp,17.03 kmpl,4.0,No,5 Seats,1115-1130 kg,,48 Litres,,
181,Honda City,₹6.20 Lakh,Nov 2018,"70,278 Kms",First Owner,Petrol,Automatic,FWD,1497 cc,117.3 bhp,18 kmpl,4.0,No,5 Seats,1085 kg,165 mm,40 Litres,,
182,Hyundai i20 N-Line,₹6.90 Lakh,Sept 2021,"35,000 Kms",Second Owner,Petrol,Automatic,,998 cc,118.41 bhp,20.25 kmpl,3.0,Yes,5 Seats,1210 kg,,37 Litres,,
183,Maruti Suzuki Brezza,₹6.66 Lakh,Feb 2022,"44,000 Kms",First Owner,Petrol,Manual,,1462 cc,101.65 bhp,20.15 kmpl,4.0,,5 Seats,1130 kg,,48 Litres,,
184,Hyundai Elantra,₹8.75 Lakh,May 2019,"71,300 Kms",First Owner,Diesel,Manual,FWD,1582 cc,126.2 bhp,22.54 kmpl,4.0,Yes,5 Seats,1200 kg,167 mm,,50 Litres,
185,Kia Carnival,₹19.50 Lakh,Jul 2020,"85,000 Kms",First Owner,Diesel,Automatic,2WD,2199 cc,197.26 bhp,,4.0,Yes,6 Seats,2320 kg,,,60 Litres,
186,VX,₹5.12 Lakh,Mar 2019,"79,420 Kms",First Owner,Petrol,Manual,FWD,1199 cc,89 bhp,18.65 kmpl,4.0,,5 Seats,952-986 kg,172 mm,35 Litres,,
187,Maruti Suzuki Wagon R,₹3.46 Lakh,Jan 2018,"47,656 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,24.35 kmpl,3.0,,5 Seats,825 kg,,32 Litres,,
188,Hyundai i20,₹4.61 Lakh,Oct 2015,"52,466 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
189,Hyundai Grand i10,₹5.10 Lakh,Mar 2018,"47,000 Kms",First Owner,Petrol,Automatic,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1200 kg,165 mm,43 Litres,,
190,Maruti Suzuki Baleno,₹4.90 Lakh,Oct 2017,"88,000 Kms",First Owner,Petrol,Automatic,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,935 kg,170 mm,37 Litres,,
191,Maruti Suzuki Ciaz,₹7.78 Lakh,Sept 2023,"1,17,035 Kms",First Owner,Petrol,Automatic,FWD,1373 cc,91.1 bhp,19.12 kmpl,4.0,No,5 Seats,1030 kg,170 mm,43 Litres,,
192,Mercedes-Benz CLA,₹16 Lakh,Sept 2017,"91,000 Kms",First Owner,Diesel,Automatic,FWD,2143 cc,136 bhp,,4.0,Yes,5 Seats,1570 kg,160 mm,,56 Litres,
193,Honda Amaze,₹3.60 Lakh,Apr 2015,"73,000 Kms",First Owner,Diesel,Manual,FWD,1498 cc,98.6 bhp,25.8 kmpl,4.0,Yes,5 Seats,1055 kg,165 mm,,35 Litres,
194,Ford Freestyle,₹3.75 Lakh,Jul 2018,"97,087 Kms",First Owner,Diesel,Manual,FWD,1498 cc,98.63 bhp,24.4 kmpl,4.0,No,5 Seats,1072 kg,,,40 Litres,
195,Tata Tiago,₹4.67 Lakh,Aug 2020,"32,861 Kms",First Owner,Petrol,Manual,FWD,1199 cc,83.83 bhp,23.84 kmpl,3.0,No,5 Seats,1012 kg,170 mm,35 Litres,,
196,Maruti Suzuki Wagon R,₹4.24 Lakh,Dec 2022,"38,041 Kms",First Owner,Petrol,Manual,,998 cc,65.71 bhp,24.35 kmpl,3.0,,5 Seats,810-835 kg,,32 Litres,,
197,Hyundai i20,₹4.53 Lakh,Jun 2019,"98,358 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.6 kmpl,4.0,No,5 Seats,1120 kg,170 mm,40 Litres,,
198,Maruti Suzuki Swift,₹4.30 Lakh,Sept 2015,"62,000 Kms",First Owner,Petrol,Manual,,1197 cc,81.80 bhp,22 kmpl,4.0,No,5 Seats,870 kg,163 mm,42 Litres,,
199,Honda City,₹6.01 Lakh,Oct 2021,"84,851 Kms",Second Owner,Petrol,Manual,,1498 cc,119.35 bhp,18.6 kmpl,4.0,,5 Seats,1107-1153 kg,,40 Litres,,
200,Honda City,₹6.75 Lakh,Apr 2018,"53,064 Kms",Second Owner,Petrol,Automatic,FWD,1497 cc,117.6 bhp,18 kmpl,4.0,No,5 Seats,1080 kg,165 mm,40 Litres,,
201,Honda City,₹11.47 Lakh,Jul 2022,"54,500 Kms",First Owner,Diesel,Manual,,1498 cc,97.89 bhp,24.1 kmpl,4.0,,5 Seats,1191-1217 kg,,,40 Litres,
202,Renault KWID,₹3.79 Lakh,Jun 2021,"28,893 Kms",First Owner,Petrol,Automatic,FWD,999 cc,67 bhp,22 kmpl,3.0,No,5 Seats,750 kg,184 mm,28 Litres,,
203,Maruti Suzuki Baleno,₹5.38 Lakh,Oct 2019,"65,889 Kms",First Owner,Diesel,Manual,FWD,1248 cc,74 bhp,27.39 kmpl,4.0,Yes,5 Seats,985 kg,170 mm,,37 Litres,
204,Hyundai Grand i10,₹4.01 Lakh,Apr 2018,"82,119 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
205,Hyundai i20,₹8.50 Lakh,Mar 2022,"37,000 Kms",First Owner,Petrol,Automatic,,998 cc,118.41 bhp,20.28 kmpl,3.0,Yes,5 Seats,1220 kg,,37 Litres,,
206,Hyundai Xcent,₹3.40 Lakh,Aug 2014,"85,244 Kms",Second Owner,Petrol,Manual,,,,,4.0,,,1120 kg,,,,
207,Hyundai Xcent,₹3.32 Lakh,Mar 2018,"65,528 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,20.14 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
208,Ford Ecosport,₹5.83 Lakh,Sept 2018,"72,355 Kms",First Owner,Petrol,Manual,FWD,1496 cc,120.69 bhp,15.9 kmpl,3.0,No,5 Seats,1221 kg,,52 Litres,,
209,Volkswagen Vento,₹5.28 Lakh,Aug 2017,"72,005 Kms",Second Owner,Diesel,Automatic,FWD,1498 cc,108.6 bhp,22.15 kmpl,4.0,Yes,5 Seats,1238 kg,163 mm,,55 Litres,
210,Toyota Yaris,₹6 Lakh,Jul 2018,"56,739 Kms",First Owner,Petrol,Automatic,FWD,1496 cc,105.94 bhp,17.8 kmpl,4.0,No,5 Seats,1135 kg,,42 Litres,,
211,Maruti Suzuki Baleno,₹5.38 Lakh,Jun 2021,"31,912 Kms",First Owner,Diesel,Manual,FWD,1248 cc,74 bhp,27.39 kmpl,4.0,Yes,5 Seats,960-985 kg,170 mm,,37 Litres,
212,Maruti Suzuki Swift,₹3.30 Lakh,Nov 2016,"1,10,435 Kms",First Owner,Petrol,Manual,FWD,1197 cc,88.50 bhp,22.38 kmpl,4.0,,5 Seats,875-905 kg,,37 Litres,,
213,Honda Jazz,₹5.08 Lakh,Dec 2020,"53,915 Kms",First Owner,Petrol,Automatic,,1199 cc,88.50 bhp,17.1 kmpl,4.0,,5 Seats,1085 kg,,40 Litres,,
214,Honda Jazz,₹3.68 Lakh,Jul 2016,"40,445 Kms",First Owner,Petrol,Automatic,FWD,1199 cc,88.7 bhp,19 kmpl,4.0,No,5 Seats,1062 kg,165 mm,40 Litres,,
215,Sportz BSVI,₹6.10 Lakh,2020,"87,000 Kms",First Owner,Petrol,Manual,,1197 cc,81.80 bhp,21 kmpl,4.0,No,5 Seats,1120 kg,,37 Litres,,
216,Maruti Suzuki Baleno,₹4.52 Lakh,Jan 2016,"64,806 Kms",First Owner,Diesel,Manual,FWD,1248 cc,74 bhp,27.39 kmpl,4.0,Yes,5 Seats,985 kg,170 mm,,37 Litres,
217,Maruti Suzuki Swift Dzire,₹5.70 Lakh,Dec 2020,"56,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.21 kmpl,4.0,No,5 Seats,860-895 kg,163 mm,37 Litres,,
218,Maruti Suzuki Swift,₹4.75 Lakh,Jan 2019,"62,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.21 kmpl,4.0,No,5 Seats,855-885 kg,163 mm,37 Litres,,
219,Hyundai Xcent,₹3.33 Lakh,Jul 2017,"87,000 Kms",First Owner,Diesel,Manual,FWD,1120 cc,71 bhp,24.4 kmpl,3.0,Yes,5 Seats,1120 kg,165 mm,,43 Litres,
220,Hyundai Xcent,₹3.59 Lakh,Jul 2014,"43,687 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,20.14 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
221,Hyundai Grand i10,₹3.12 Lakh,Oct 2017,"1,17,518 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
222,Maruti Suzuki Baleno,₹3.97 Lakh,Sept 2017,"57,446 Kms",First Owner,Petrol,Automatic,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,910 kg,170 mm,37 Litres,,
223,Hyundai Grand i10,₹4.79 Lakh,Mar 2019,"65,996 Kms",Second Owner,Petrol,Automatic,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1200 kg,165 mm,43 Litres,,
224,Mahindra KUV 100 NXT,₹3.30 Lakh,Mar 2018,"1,25,416 Kms",First Owner,Petrol,Manual,FWD,1198 cc,82 bhp,18.15 kmpl,3.0,No,6 Seats,975 kg,170 mm,35 Litres,,
225,Maruti Suzuki Baleno,₹5.05 Lakh,Sept 2017,"68,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,870 kg,170 mm,37 Litres,,
226,Maruti Suzuki Wagon R,₹4.41 Lakh,Mar 2019,"48,700 Kms",First Owner,Petrol,Manual,FWD,998 cc,67.05 bhp,21.79 kmpl,3.0,No,5 Seats,805-825 kg,,32 Litres,,
227,Toyota Etios Cross,₹3.35 Lakh,Jan 2015,"85,000 Kms",First Owner,Diesel,Manual,FWD,1364 cc,67.06 bhp,23.59 kmpl,4.0,Yes,5 Seats,1030 kg,174 mm,,45 Litres,
228,Hyundai Grand i10 Nios,₹5.90 Lakh,Sept 2022,"25,000 Kms",First Owner,Petrol,Manual,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1160 kg,,37 Litres,,
229,Honda Jazz,₹5.75 Lakh,Oct 2020,"21,170 Kms",First Owner,Petrol,Automatic,FWD,1199 cc,88.7 bhp,18.2 kmpl,4.0,No,5 Seats,1066 kg,165 mm,40 Litres,,
230,Hyundai Verna,₹4.95 Lakh,Nov 2015,"84,000 Kms",Second Owner,Petrol,Manual,FWD,1591 cc,121.3 bhp,17.01 kmpl,4.0,No,5 Seats,1250 kg,165 mm,43 Litres,,
231,1.2 V AT i VTEC,₹3.75 Lakh,Oct 2016,"73,933 Kms",First Owner,Petrol,Automatic,FWD,1199 cc,88.7 bhp,19 kmpl,4.0,No,5 Seats,1066 kg,165 mm,40 Litres,,
232,Honda Jazz,₹5.75 Lakh,Nov 2018,"56,000 Kms",First Owner,Petrol,Automatic,FWD,1199 cc,88.7 bhp,18.2 kmpl,4.0,No,5 Seats,1066 kg,165 mm,40 Litres,,
233,Hyundai Grand i10 Nios,₹5.50 Lakh,Aug 2020,"52,000 Kms",First Owner,Petrol,Manual,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1160 kg,,37 Litres,,
234,Skoda Slavia,₹8.28 Lakh,Nov 2022,"13,874 Kms",First Owner,Petrol,Manual,FWD,999 cc,113.98 bhp,19.47 kmpl,3.0,Yes,5 Seats,1160-1215 kg,179 mm,45 Litres,,
235,Honda City,₹7.95 Lakh,Feb 2021,"56,073 Kms",First Owner,Petrol,Automatic,,1498 cc,119.35 bhp,18.3 kmpl,4.0,,5 Seats,1107-1153 kg,,40 Litres,,
236,Tata Altroz,₹6.18 Lakh,Jul 2024,"18,587 Kms",Second Owner,Petrol,Manual,,1199 cc,86.83 bhp,19.33 kmpl,3.0,No,5 Seats,1025 kg,165 mm,,,
237,Maruti Suzuki Vitara Brezza,₹8.32 Lakh,Sept 2022,"1,04,960 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.26 bhp,17.03 kmpl,4.0,,5 Seats,1110-1130 kg,,48 Litres,,
238,Tata Altroz,₹6.97 Lakh,May 2022,"45,883 Kms",First Owner,Petrol,Manual,,1199 cc,86.83 bhp,19.33 kmpl,3.0,No,5 Seats,1030 kg,165 mm,,,
239,Maruti Suzuki Vitara Brezza,₹6.98 Lakh,Oct 2019,"83,512 Kms",First Owner,,Manual,FWD,1248 cc,88.5 bhp,24.3 kmpl,4.0,Yes,5 Seats,1190 kg,198 mm,,48 Litres,
240,Hyundai i10,₹2.53 Lakh,Feb 2012,"45,803 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
241,Maruti Suzuki Wagon R,₹2.72 Lakh,Jun 2015,"85,390 Kms",Second Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,24.35 kmpl,3.0,,5 Seats,825 kg,,32 Litres,,
242,Hyundai Grand i10,₹2.79 Lakh,Oct 2017,"1,36,055 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
243,Hyundai Grand i10,₹2.83 Lakh,Jun 2017,"1,04,734 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
244,Hyundai i10,₹2.14 Lakh,Apr 2014,"91,613 Kms",Second Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
245,Hyundai EON,₹2.70 Lakh,Mar 2018,"52,879 Kms",First Owner,Petrol,Manual,RWD,814 cc,,22 kmpl,3.0,No,5 Seats,910 kg,,32 Litres,,
246,Hyundai i10,₹2.20 Lakh,Jan 2015,"84,452 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
247,Hyundai Grand i10,₹2.78 Lakh,Sept 2015,"1,32,775 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
248,Renault KWID,₹2.16 Lakh,May 2016,"82,231 Kms",Second Owner,Petrol,Manual,FWD,799 cc,53.3 bhp,25.17 kmpl,3.0,No,5 Seats,710 kg,180 mm,28 Litres,,
249,Datsun RediGO,₹2.55 Lakh,Feb 2022,"60,674 Kms",First Owner,Petrol,Manual,FWD,799 cc,53.64 bhp,20.71 kmpl,3.0,No,5 Seats,750 kg,187 mm,28 Litres,,
250,Tata Tiago,₹2.39 Lakh,Oct 2016,"69,660 Kms",Second Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,980 kg,170 mm,35 Litres,,
251,Hyundai Grand i10,₹2.85 Lakh,Aug 2016,"1,00,562 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
252,Maruti Suzuki Alto K10,₹2.39 Lakh,Nov 2017,"34,734 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,24.39 kmpl,3.0,,5 Seats,,,27 Litres,,
253,Hyundai i20,₹2.67 Lakh,Nov 2013,"66,887 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82.85 bhp,18.5 kmpl,4.0,No,5 Seats,1040 kg,,45 Litres,,
